loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
7500, 36 months,15.61,262.24,C,C4,,,RENT,23559.24,Verified,Jan-14,Charged Off,debt_consolidation,Debt consolidation,18.49,Nov-69,11,1,4547,32,20,f,INDIVIDUAL,1,1,"090 Wilson Roads
West Charlesview, WV 70466"
27200, 36 months,9.67,873.46,B,B1,Director of Business Development,6 years,MORTGAGE,130000,Verified,Jan-14,Fully Paid,debt_consolidation,Debt consolidation,19.4,Dec-00,11,0,6493,40.8,27,w,INDIVIDUAL,2,0,"89348 Sanchez Route Apt. 848
South Cherylfort, IN 48052"
2500, 36 months,8.67,79.12,B,B1,Front Desk Reception,10+ years,RENT,36500,Not Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,30.29,Jun-99,11,0,4483,56,39,f,INDIVIDUAL,3,0,"598 Jessica Parkways Suite 197
Marcbury, WY 22690"
8000, 36 months,12.69,268.36,C,C2,System Administrator,10+ years,MORTGAGE,62450,Verified,Mar-15,Fully Paid,debt_consolidation,Debt consolidation,15.58,May-00,12,1,9467,46,41,w,INDIVIDUAL,3,1,"439 Collier Islands
West Michelle, NE 30723"
21000, 36 months,13.67,714.37,B,B5,Lead Auditor - Quality,3 years,MORTGAGE,85000,Source Verified,Oct-13,Charged Off,credit_card,CC Debt,28.8,Jan-99,20,0,15221,65.3,40,f,INDIVIDUAL,4,0,"0280 John Springs
West Stuartville, CA 22690"
22900, 36 months,13.05,772.15,B,B5,"Remedial Environmental Manpower, Inc.",10+ years,RENT,64800,Verified,Aug-13,Fully Paid,debt_consolidation,Credit Card Consolidation,16.43,Jun-97,8,0,28475,92.5,21,f,INDIVIDUAL,0,0,"459 Mark Junction
Monicastad, GA 29597"
5000, 36 months,7.9,156.46,A,A4,"Freemanco, Ges, other deco companies",10+ years,RENT,53038,Source Verified,Dec-12,Fully Paid,debt_consolidation,Credit cards paid off,14.61,Jan-93,15,0,25434,34.8,40,f,INDIVIDUAL,0,0,"PSC 0455, Box 5595
APO AE 05113"
7500, 36 months,14.49,258.13,C,C4,Owner ,2 years,RENT,68000,Source Verified,Jun-14,Fully Paid,other,Other,9.07,Oct-96,6,1,1820,36.4,21,w,INDIVIDUAL,2,1,"09884 Dale Grove
New David, MA 29597"
24000, 60 months,10.75,518.84,B,B4,Order selector,9 years,MORTGAGE,73000,Source Verified,Mar-16,Fully Paid,debt_consolidation,Debt consolidation,10.6,May-05,15,0,12609,26.9,24,w,INDIVIDUAL,3,0,"4920 Jones Coves
Smithland, UT 00813"
20000, 36 months,8.19,628.49,A,A5,Fleet sales rep,< 1 year,MORTGAGE,75000,Source Verified,Jan-15,Fully Paid,credit_card,Credit card refinancing,13.67,Sep-82,16,1,11590,59.4,31,f,INDIVIDUAL,1,0,"USNS Shepherd
FPO AE 48052"
13075, 60 months,20.8,352.26,E,E1,,,MORTGAGE,51456,Verified,Jul-13,Fully Paid,credit_card,Credit card refinancing,15.23,Oct-04,10,1,10556,51,15,f,INDIVIDUAL,3,1,"928 Christina Via Suite 224
North Veronicafurt, NH 70466"
15000, 36 months,11.14,492.08,B,B2,ibew 481,10+ years,RENT,65000,Not Verified,Feb-13,Fully Paid,home_improvement,creditcard payoff,24.13,Apr-90,15,0,18946,29.6,26,f,INDIVIDUAL,2,0,"1002 Cantrell Stream Apt. 660
North Jillbury, UT 30723"
35000, 36 months,18.25,1269.73,D,D3,Manager,10+ years,MORTGAGE,95000,Verified,Dec-13,Fully Paid,debt_consolidation,debt consolidation,8.54,Feb-02,8,0,5127,49.8,22,f,INDIVIDUAL,5,0,"72327 Evans Glen Suite 718
Triciahaven, KS 30723"
7125, 36 months,15.61,249.13,C,C4,truck driver,< 1 year,MORTGAGE,46824,Source Verified,Jan-14,Charged Off,debt_consolidation,Pay off,5.67,Apr-99,7,1,4536,33.9,32,f,INDIVIDUAL,1,1,"8871 Saunders Neck Suite 948
Brianaberg, OR 30723"
23000, 60 months,16.99,571.49,D,D3,HR Manager,< 1 year,RENT,125000,Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,9.4,Jul-81,11,0,16666,49.6,27,w,INDIVIDUAL,2,0,"48923 House Neck Suite 085
Barronton, CA 00813"
15000, 36 months,7.88,469.22,A,A5,Technip USA,6 years,MORTGAGE,90084,Not Verified,Jul-10,Fully Paid,debt_consolidation,Credit Cards,10.35,Oct-98,10,0,42135,66.6,25,f,INDIVIDUAL,,0,"64559 Katelyn Locks Apt. 099
South Angela, MD 00813"
10000, 36 months,13.05,337.19,B,B5,City Of Hurley,10+ years,MORTGAGE,52000,Not Verified,Sep-13,Fully Paid,credit_card,Credit card refinancing,20.56,Jan-00,5,0,14408,92.4,22,f,INDIVIDUAL,4,0,"Unit 3206 Box 4874
DPO AP 00813"
9600, 36 months,11.53,316.71,B,B5,OPERATIONS MANAGER,9 years,RENT,35000,Not Verified,Aug-15,Fully Paid,credit_card,Credit card refinancing,33.73,Mar-05,10,0,6311,31.6,15,w,INDIVIDUAL,0,0,"443 Freeman Union Apt. 661
Thomasstad, MO 48052"
10000, 60 months,14.33,234.4,C,C5,Asst manager,< 1 year,RENT,50000,Source Verified,Nov-15,Fully Paid,credit_card,Credit card refinancing,22.25,Apr-01,7,0,5929,72.3,36,w,INDIVIDUAL,5,0,"7694 William Knoll
Port Thomasport, NE 70466"
15000, 36 months,11.49,494.57,B,B5,Planner,10+ years,MORTGAGE,88000,Source Verified,Aug-16,Fully Paid,home_improvement,Home improvement,15.52,Dec-98,9,1,11910,74,24,f,INDIVIDUAL,4,1,"83337 Katherine Plaza
North Gregoryside, NE 00813"
10000, 36 months,16.29,353.01,C,C5,United States Postal Service,1 year,OWN,36000,Not Verified,Jun-12,Fully Paid,credit_card,Credit Card refinance,13.47,May-03,10,0,8774,90.7,23,f,INDIVIDUAL,0,0,"221 Antonio Grove Apt. 572
New Dana, WI 70466"
29100, 36 months,14.98,1008.48,C,C3,Medical Coder,1 year,RENT,65000,Verified,Dec-13,Fully Paid,credit_card,Credit Card payoff,20,Jul-01,12,0,20265,68.7,26,w,INDIVIDUAL,3,0,"USCGC Smith
FPO AA 29597"
9000, 36 months,13.99,307.56,C,C1,Presidio Way Veterinary Hospital,4 years,RENT,68000,Not Verified,Apr-12,Fully Paid,debt_consolidation,DEBT CONSOLIDATION,7.44,Nov-91,8,0,13403,22.7,10,f,INDIVIDUAL,0,0,"34790 Lambert Drive Suite 844
Port Katie, MO 30723"
9000, 36 months,14.64,310.41,C,C3,Senior Operations Specialist,6 years,MORTGAGE,61000,Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,16.07,Feb-96,20,1,819,2.1,44,f,INDIVIDUAL,7,1,"6892 Ritter Key
Lake Janetfurt, NY 00813"
12500, 36 months,12.85,420.28,B,B4,front office manager,5 years,MORTGAGE,42000,Not Verified,Jan-14,Fully Paid,debt_consolidation,debt consolidation,14.83,Apr-99,15,1,9432,43.7,20,f,INDIVIDUAL,1,1,"3605 Pollard Turnpike Apt. 997
Danielstad, MI 00813"
10000, 36 months,10.64,325.69,B,B2,U. S. Military,10+ years,MORTGAGE,70000,Not Verified,Aug-13,Fully Paid,major_purchase,Improvement,12.94,Mar-93,8,0,5812,38,15,f,INDIVIDUAL,1,0,"86229 Pam Manor Apt. 907
Ashleymouth, AL 29597"
20000, 36 months,13.99,683.46,C,C4,RN,10+ years,RENT,72000,Source Verified,Mar-15,Charged Off,debt_consolidation,Debt consolidation,25.73,Aug-06,12,0,16282,62.1,19,f,INDIVIDUAL,0,0,"82497 Matthew Pines Apt. 399
Kennethview, ME 86630"
12000, 60 months,15.61,289.34,D,D1,Truck driver,10+ years,MORTGAGE,35000,Not Verified,Jun-14,Charged Off,debt_consolidation,Debt consolidation,6.34,Feb-03,5,1,3544,62.2,24,w,INDIVIDUAL,2,1,"PSC 1919, Box 5404
APO AA 11650"
23300, 36 months,19.99,865.8,D,D4,teacher,10+ years,MORTGAGE,65000,Source Verified,Nov-16,Fully Paid,debt_consolidation,Debt consolidation,12.8,Jan-99,16,1,4443,32.9,31,f,INDIVIDUAL,2,0,"484 Jessica Rue
Thompsonmouth, ND 70466"
5000, 36 months,15.88,175.49,C,C4,Aero Med Ltd,8 years,RENT,42000,Verified,Aug-13,Fully Paid,debt_consolidation,Debt consolidation,27.73,Feb-98,18,0,29383,71.3,34,f,INDIVIDUAL,0,0,"130 Silva Well Apt. 926
Jamesbury, ND 48052"
25200, 36 months,5.32,758.9,A,A1,Software Engineer,10+ years,MORTGAGE,103500,Not Verified,Dec-15,Fully Paid,debt_consolidation,Debt consolidation,7.3,Apr-78,9,0,8665,18.4,17,w,INDIVIDUAL,3,0,"2284 Wright View Apt. 991
Lake Gerald, DE 48052"
9000, 36 months,6.03,273.92,A,A1,federal express,10+ years,RENT,44000,Not Verified,Jul-13,Fully Paid,credit_card,homefree,1.01,Feb-93,9,0,2132,12.5,15,f,INDIVIDUAL,0,0,"3481 Sampson Streets Apt. 708
West Eric, MN 48052"
8000, 36 months,9.99,258.1,B,B1,Rusty Armor,3 years,RENT,14400,Source Verified,Sep-11,Charged Off,medical,Medical Loan,1.25,Jan-06,3,0,368,15.3,3,f,INDIVIDUAL,,0,"3438 Lisa Summit
Lake Hunter, MD 86630"
18000, 36 months,10.99,589.22,B,B2,wells fargo bank,10+ years,RENT,95000,Verified,Sep-13,Fully Paid,debt_consolidation,Debt consolidation,9.71,Aug-00,10,0,18146,70.1,23,w,INDIVIDUAL,0,0,"4430 Chavez Station Apt. 638
Jordanchester, NH 48052"
8000, 36 months,13.05,269.75,B,B5,wholefoodsmarket,10+ years,RENT,35000,Source Verified,Aug-13,Fully Paid,debt_consolidation,debt consolidation,22.32,Feb-00,9,1,5398,43.9,29,w,INDIVIDUAL,0,1,"54019 Crawford Squares Suite 715
Carlosfurt, SC 00813"
9600, 36 months,10.99,314.25,B,B2,LESHER MACK SALES AND SERVICE,10+ years,MORTGAGE,70000,Not Verified,Sep-13,Fully Paid,debt_consolidation,CONSOLIDATION,15.1,Jul-95,14,0,17667,61.1,24,f,INDIVIDUAL,2,0,"872 Montoya Fords Apt. 573
Davidmouth, AL 22690"
22000, 36 months,15.61,769.23,D,D1,Operational Consultant,10+ years,MORTGAGE,86000,Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,21.8,Jul-94,9,0,66342,98,18,w,INDIVIDUAL,4,0,"79789 Haley Cliff
Petertown, RI 70466"
27650, 36 months,16.55,979.62,D,D2,journerylineman,10+ years,MORTGAGE,140000,Source Verified,Nov-15,Charged Off,home_improvement,Home improvement,24.78,Mar-00,16,0,9298,37.3,27,f,INDIVIDUAL,3,0,"PSC 9148, Box 8701
APO AE 11650"
26000, 36 months,19.19,955.56,E,E3,teacher,10+ years,MORTGAGE,65000,Not Verified,Sep-15,Fully Paid,debt_consolidation,Debt consolidation,37.74,Dec-99,25,0,23519,42.7,55,w,INDIVIDUAL,3,0,"3689 Lisa Cliffs
Lindaberg, MN 00813"
13250, 36 months,10.64,431.54,B,B2,Town of New Windsor,8 years,MORTGAGE,47000,Verified,Sep-13,Fully Paid,debt_consolidation,Debt consoidation,23.16,Apr-94,11,0,8427,67,23,f,INDIVIDUAL,3,0,"8175 Carl Mews
East Kiara, IA 30723"
15350, 36 months,7.89,480.24,A,A5,Registered Nurse,10+ years,MORTGAGE,80000,Not Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,21.5,Aug-07,9,0,15877,55.5,18,w,INDIVIDUAL,0,0,"60727 Hardin Burg
South Josephstad, IA 22690"
4000, 36 months,7.62,124.65,A,A3,wyo tech techincal institute,4 years,MORTGAGE,49000,Not Verified,Jun-12,Fully Paid,car,auto finance ,10.73,May-95,7,1,2044,17.6,17,f,INDIVIDUAL,1,1,"7489 Bianca Causeway
South Jerry, OR 05113"
12000, 36 months,12.99,404.27,C,C2,Team tech 2,10+ years,MORTGAGE,39704,Not Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,17.11,Jul-94,11,0,11209,28.7,21,w,INDIVIDUAL,2,0,"074 Jeffrey Gateway Suite 686
West Robert, ND 29597"
30000, 36 months,10.16,970.28,B,B1,US Army,10+ years,RENT,85000,Verified,Nov-12,Fully Paid,debt_consolidation,Loan,11.82,Aug-00,6,0,5952,31.3,24,f,INDIVIDUAL,0,0,"55067 Nelson Streets
South Jeffrey, IA 48052"
35000, 36 months,17.57,1257.8,D,D4,assistant general manager,8 years,RENT,75000,Verified,Oct-14,Charged Off,small_business,Business,14.31,Jul-06,8,0,10342,55,20,f,INDIVIDUAL,0,0,"44690 Nunez Rapid
South Kevin, AZ 11650"
10000, 36 months,17.27,357.88,C,C5,Trinity Mother Frances Clinics,1 year,RENT,475000,Verified,Mar-13,Fully Paid,moving,Moving and relocation,5.59,Feb-95,6,0,7210,48.7,17,w,INDIVIDUAL,1,0,"221 Hensley Walks
Port Richard, NY 30723"
6000, 36 months,8.9,190.52,A,A5,QA Engineer,< 1 year,RENT,50000,Not Verified,Nov-13,Fully Paid,debt_consolidation,CC Consolidation,13.57,Sep-05,16,0,3614,64.5,19,f,INDIVIDUAL,0,0,"13892 Gregory Passage
Jamesmouth, CA 30723"
16000, 36 months,10.74,521.86,B,B2,Virginia Beach School District,6 years,OWN,69000,Verified,Apr-12,Fully Paid,major_purchase,Trailer,19.18,Nov-93,12,0,7558,40.6,30,f,INDIVIDUAL,0,0,"57418 Timothy Mall
East Daniel, NY 48052"
10000, 36 months,15.95,351.33,D,D4,State of California,4 years,MORTGAGE,71028,Not Verified,Sep-10,Charged Off,debt_consolidation,Debt Consolidate,14.39,Nov-01,10,0,6132,48.3,16,f,INDIVIDUAL,,0,"PSC 7148, Box 3221
APO AP 22690"
16000, 36 months,9.67,513.8,B,B1,Systems Engineer,8 years,RENT,75000,Not Verified,Jan-14,Fully Paid,credit_card,CC,23.91,Jun-02,13,0,25373,39.4,17,f,INDIVIDUAL,0,0,"5635 Amy Trafficway Apt. 005
Port Charles, IL 29597"
10050, 36 months,15.8,352.34,C,C3,,,OWN,30000,Verified,Jun-13,Fully Paid,debt_consolidation,debt consolidation,21.56,Dec-88,11,0,8267,55.1,35,w,INDIVIDUAL,3,0,"8806 Kimberly Drive Suite 972
South Daniellestad, AK 22690"
10000, 36 months,12.49,334.49,B,B4,Administrative,< 1 year,RENT,40000,Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,7.5,Apr-91,10,0,6719,60,21,f,INDIVIDUAL,0,0,"83669 Dawn Canyon Apt. 798
New Megan, SC 00813"
3000, 36 months,16.99,106.95,D,D3,Law Enforcement Officer,8 years,MORTGAGE,78000,Source Verified,Aug-15,Charged Off,other,Other,38.38,Feb-00,34,0,25728,61,58,f,INDIVIDUAL,2,0,"PSC 8557, Box 6891
APO AE 30723"
8000, 36 months,6.97,246.91,A,A3,Administrative Assistant II,< 1 year,RENT,27458,Verified,Jun-16,Fully Paid,debt_consolidation,Debt consolidation,23.03,Jan-05,9,0,13273,64.7,16,w,INDIVIDUAL,0,0,"5313 Johnson Viaduct Apt. 196
Martinezburgh, NC 30723"
20000, 60 months,12.59,450.88,C,C2,Staff Engineer,3 years,RENT,85000,Verified,Dec-15,Fully Paid,debt_consolidation,Debt consolidation,21.08,Sep-03,9,0,8035,35.9,31,w,INDIVIDUAL,0,0,"0312 Snyder Ranch
Jenniferstad, RI 00813"
14400, 36 months,13.67,489.86,C,C3,Assistant Manager of Merchandise,9 years,RENT,58000,Verified,Mar-16,Fully Paid,debt_consolidation,Debt consolidation,31.06,Mar-07,15,0,20817,51.9,26,w,INDIVIDUAL,0,0,"6884 Charles Village Suite 910
Clarenceport, OK 70466"
35000, 60 months,12.29,783.7,C,C1,Telecommunications Specialist,8 years,MORTGAGE,140000,Source Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,18.72,Nov-96,11,0,13660,38.6,34,w,INDIVIDUAL,8,0,"92207 Rebecca Fields Suite 666
Savageshire, NJ 05113"
9100, 36 months,12.39,303.95,C,C1,Esthetician,1 year,RENT,30000,Source Verified,Nov-14,Fully Paid,credit_card,Credit card refinancing,24.68,Mar-99,11,1,8878,73.4,31,f,INDIVIDUAL,0,1,"88484 Cunningham Villages Apt. 434
Port Renee, AZ 05113"
15000, 60 months,20.49,401.51,E,E2,Clincian,10+ years,MORTGAGE,70000,Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,20.09,May-90,23,0,42368,54,63,f,INDIVIDUAL,5,0,"11371 Henry Lake
South Robinton, MA 48052"
25000, 36 months,8.39,787.92,A,A5,Assistant Principal,10+ years,OWN,77000,Source Verified,Sep-14,Fully Paid,debt_consolidation,Debt consolidation,21.96,Nov-99,15,0,21396,36.1,28,f,INDIVIDUAL,3,0,"8385 Rhonda Viaduct Suite 324
Christinaburgh, UT 29597"
15000, 36 months,16.29,529.51,C,C4,Texas Instruments,10+ years,MORTGAGE,72103,Source Verified,Jul-12,Fully Paid,debt_consolidation,Debt Consolidation,30.39,Oct-99,9,0,11133,75.7,30,f,INDIVIDUAL,1,0,"811 Fuller Station Apt. 414
Ellenfurt, CT 70466"
8000, 36 months,12.69,268.36,C,C2,lead tech,6 years,RENT,32000,Source Verified,Mar-15,Charged Off,debt_consolidation,Debt consolidation,29.37,Oct-01,10,0,6340,66.7,14,w,INDIVIDUAL,0,0,"532 Christopher Pass Suite 093
North Tamarahaven, MN 93700"
18000, 60 months,9.99,382.36,B,B4,Nationwide Insurance,5 years,MORTGAGE,70000,Not Verified,Dec-10,Fully Paid,debt_consolidation,Debt consolidation,13.2,Mar-98,11,0,9099,35.3,30,f,INDIVIDUAL,,0,"4738 Hopkins Mill Apt. 033
New Margaret, SD 30723"
20000, 36 months,12.29,667.06,C,C1,Sign Language Interpreter,4 years,RENT,70000,Source Verified,Aug-15,Charged Off,debt_consolidation,Debt consolidation,8.73,Aug-91,6,0,5688,39.8,22,f,INDIVIDUAL,0,0,"190 Gonzalez Fields Suite 498
Port Lisamouth, TN 48052"
5000, 36 months,14.65,172.48,C,C5,Veterinary Technician,2 years,RENT,13000,Source Verified,Aug-15,Fully Paid,credit_card,Credit card refinancing,15.43,Nov-05,17,0,4639,36,18,w,INDIVIDUAL,0,0,"USCGC Reynolds
FPO AE 48052"
24000, 60 months,14.49,564.56,C,C4,Consultant,< 1 year,MORTGAGE,68000,Source Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,16.91,Sep-97,15,0,20747,70.6,30,w,INDIVIDUAL,5,0,"36403 Rebecca Landing Apt. 631
New Vanessastad, TX 70466"
16000, 36 months,19.05,586.91,D,D4,cpclogisticsinc,10+ years,MORTGAGE,70000,Verified,Jun-13,Charged Off,debt_consolidation,Debt consolidation,28.63,Jul-02,13,0,9110,89.3,27,f,INDIVIDUAL,1,0,"72610 Rich Spur Suite 431
West Keith, UT 70466"
35000, 36 months,15.61,1223.77,C,C4,"Director, IT Global Development",10+ years,MORTGAGE,170000,Verified,Dec-13,Fully Paid,debt_consolidation,Credit card payoff,13.05,Jun-86,12,0,57826,82.8,29,f,INDIVIDUAL,1,0,"8728 Summers Road Suite 829
Lake Jesse, OH 29597"
12275, 60 months,21.18,333.33,E,E3,Senior Clerk,10+ years,RENT,35248.86,Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,25.98,Oct-89,11,1,6553,46,33,w,INDIVIDUAL,4,1,"6041 Reed Burg
South Sierrachester, VT 30723"
18250, 60 months,21.97,503.74,E,E5,Tulane Medical Center,6 years,MORTGAGE,70000,Source Verified,Jul-12,Fully Paid,debt_consolidation,Debt Payoff,18.79,Feb-98,9,0,16014,58.2,28,f,INDIVIDUAL,6,0,"4019 Singleton Ramp
Steventon, HI 29597"
4200, 36 months,12.99,141.5,B,B5,Senior financial officer,10+ years,OWN,39953,Not Verified,Apr-14,Fully Paid,debt_consolidation,Debt consolidation,20.1,Apr-84,7,0,3922,64.3,17,f,INDIVIDUAL,0,0,"40085 Foster Club
Port Laurahaven, WY 05113"
12000, 36 months,13.33,406.24,C,C3,Parole Officer/Community Corrections Off,10+ years,RENT,42000,Verified,May-15,Fully Paid,debt_consolidation,Debt consolidation,15.86,May-08,5,0,5625,100.4,6,f,INDIVIDUAL,0,0,"12137 Deanna Prairie Suite 840
Carloshaven, DC 30723"
30000, 60 months,18.99,778.06,E,E1,Detective,10+ years,RENT,125000,Verified,Jul-14,Charged Off,debt_consolidation,Debt consolidation,20.24,Aug-02,8,0,13040,85.8,14,w,INDIVIDUAL,0,0,"8732 Norris Roads Apt. 072
Perezchester, WI 93700"
8000, 36 months,15.22,278.19,C,C3,State of Michigan-Dept of Treasury,10+ years,MORTGAGE,73672,Source Verified,Sep-13,Charged Off,home_improvement,My Home,17.77,Dec-98,11,0,7236,68.3,24,f,INDIVIDUAL,2,0,"2625 Navarro Divide Suite 294
Lake Dwayneville, MO 48052"
5000, 36 months,13.99,170.87,C,C4,Marketing Director,10+ years,RENT,50000,Source Verified,Jul-15,Charged Off,debt_consolidation,Debt consolidation,35.18,Nov-04,14,0,16176,38.5,24,w,INDIVIDUAL,0,0,"6336 Michelle Hills Apt. 058
Kevinburgh, UT 48052"
19200, 36 months,11.14,629.86,B,B2,BURLEN CORPORATION,10+ years,RENT,110000,Not Verified,Apr-13,Fully Paid,credit_card,Paying off credit cards,5.73,Jan-00,8,0,8222,65.3,17,w,INDIVIDUAL,0,0,"USS Ellison
FPO AP 22690"
4800, 36 months,7.9,150.2,A,A4,Grossmont-Cuyamaca Community College,10+ years,MORTGAGE,144000,Source Verified,Jan-13,Fully Paid,debt_consolidation,Home Renovation,26.84,Jun-89,21,0,68349,83.3,28,f,INDIVIDUAL,1,0,"678 Davenport Ridges Apt. 548
Millerville, TN 29597"
10000, 60 months,13.98,232.58,C,C3,Compliance Manager,2 years,RENT,116000,Source Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,11.34,Sep-03,11,1,19385,69,16,f,INDIVIDUAL,0,1,"8126 Long Haven Suite 781
Rogersville, WV 30723"
5850, 36 months,5.79,177.42,A,A2,City of Oceanside,< 1 year,RENT,70000,Not Verified,Jan-11,Fully Paid,debt_consolidation,Miramar Loan,20.91,Aug-94,6,0,25020,72.9,18,f,INDIVIDUAL,,0,"46446 Walter Corners Apt. 761
Loweryview, VA 22690"
10000, 36 months,9.67,321.13,B,B1,Teacher,4 years,MORTGAGE,65000,Not Verified,Jan-14,Fully Paid,credit_card,Credit card refinancing,5.42,Dec-09,9,0,13917,58,9,w,INDIVIDUAL,1,0,"725 Michael Square
Megantown, NJ 00813"
15000, 60 months,10.99,326.07,B,B4,Manager,2 years,RENT,54000,Verified,Jun-15,Fully Paid,credit_card,Credit card refinancing,16.71,Sep-00,6,0,11199,82.3,14,w,INDIVIDUAL,3,0,"3687 Daniel Spur
West Sue, NM 22690"
8400, 36 months,15.77,294.37,D,D1,Cocktail server,< 1 year,RENT,41000,Source Verified,Feb-16,Fully Paid,debt_consolidation,,12.59,Sep-12,8,0,3117,43.3,10,w,INDIVIDUAL,0,0,"01091 Peter Dale
New Rebekah, MA 00813"
15000, 36 months,12.99,505.34,C,C2,Life Sales,9 years,RENT,75000,Not Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,8.22,Jan-92,8,0,6347,52.5,15,f,INDIVIDUAL,0,0,"71070 John Camp
Sanchezburgh, OH 05113"
8500, 36 months,7.62,264.88,A,A3,Mechanical Drafter,3 years,RENT,40000,Source Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,17.65,Jul-05,7,0,9181,51.6,11,f,INDIVIDUAL,0,0,"USNS Guzman
FPO AE 70466"
14000, 36 months,11.53,461.87,B,B5,police officer,10+ years,MORTGAGE,90000,Source Verified,Feb-15,Fully Paid,debt_consolidation,Debt consolidation,10.32,Dec-03,11,0,14893,60.1,20,w,INDIVIDUAL,2,0,"Unit 0681 Box 7986
DPO AE 29597"
15600, 36 months,7.39,484.47,A,A4,Senior associatw,4 years,RENT,67500,Source Verified,Mar-16,Fully Paid,debt_consolidation,Debt consolidation,14.29,Aug-08,15,0,16146,43.9,25,w,INDIVIDUAL,0,0,"85558 Richardson Cliffs
Mariemouth, ND 48052"
27675, 36 months,8.39,872.23,A,A5,Director of Leadership Giving,6 years,MORTGAGE,63000,Source Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,21.7,Sep-92,9,0,35766,49.8,23,w,INDIVIDUAL,2,0,"70381 Rhodes Dale
North Carol, AL 70466"
12000, 36 months,5.32,361.38,A,A1,"Chair Visual Arts, Teacher",9 years,RENT,125000,Source Verified,Jul-15,Fully Paid,credit_card,Credit card refinancing,13.2,Oct-94,9,0,9433,30.1,23,w,INDIVIDUAL,0,0,"32648 Amanda Lodge
Lake Andrew, WA 22690"
2000, 36 months,16.55,70.86,D,D2,,,RENT,12000,Verified,Sep-15,Charged Off,debt_consolidation,Debt consolidation,25,Oct-02,9,1,7030,47.8,18,f,INDIVIDUAL,2,1,"687 Mendoza Brooks
South Nicolefurt, GA 93700"
15000, 36 months,6.39,458.99,A,A2,Cnc Machinist,3 years,MORTGAGE,110000,Not Verified,Apr-15,Fully Paid,credit_card,Credit card refinancing,11.79,Jan-82,9,0,20589,25.9,25,w,INDIVIDUAL,6,0,"0394 Davis Forges
Leahmouth, LA 00813"
24000, 60 months,15.22,573.74,C,C3,Kaiser Permanente,10+ years,MORTGAGE,54500,Verified,Jul-13,Charged Off,debt_consolidation,Debt Consolidation Loan,9.36,Nov-97,13,0,18262,77.7,51,w,INDIVIDUAL,1,0,"362 Andrea Ferry
Robinshire, MO 11650"
9450, 36 months,7.62,294.48,A,A3,Drexel Line Shopping Center Inc.,1 year,RENT,27000,Not Verified,Sep-12,Fully Paid,credit_card,My Way Out,8.69,Mar-98,6,0,8989,46.6,16,f,INDIVIDUAL,0,0,"PSC 6556, Box 4137
APO AP 05113"
15000, 36 months,10.16,485.14,B,B1,,8 years,RENT,45000,Source Verified,Jun-13,Fully Paid,credit_card,Credit Card Debt Consolidation,14.69,Dec-00,9,0,9558,27.2,17,f,INDIVIDUAL,0,0,"43921 Hernandez Harbor Apt. 416
Davidfort, UT 48052"
10800, 60 months,18.25,275.72,D,D3,Store Manager,10+ years,MORTGAGE,58520,Source Verified,Feb-14,Fully Paid,debt_consolidation,Debt consolidation,19.05,Apr-02,26,1,11783,64.4,41,w,INDIVIDUAL,1,1,"46788 Morris Ford Apt. 456
Maureenview, MA 22690"
5000, 36 months,16.99,178.24,D,D1,Email Marketing Manager,2 years,OWN,86000,Verified,Jun-16,Fully Paid,home_improvement,Home improvement,8.53,Sep-03,4,0,11186,75.1,11,w,INDIVIDUAL,6,0,"9207 Crosby Stream
East Bryanfort, NC 70466"
28100, 60 months,16.78,695.04,C,C5,Brumit Restaurant Group,1 year,MORTGAGE,62500,Verified,Aug-13,Charged Off,debt_consolidation,Debt consolidation,18.28,Feb-01,8,1,14472,67.3,14,w,INDIVIDUAL,3,1,"981 Matthew Crescent Suite 436
North Laura, MS 48052"
10000, 36 months,14.65,344.95,C,C3,Noble Finance Corp,< 1 year,RENT,43000,Source Verified,Jan-12,Fully Paid,credit_card,CC Debt,17.8,Oct-02,12,0,10323,61.4,26,f,INDIVIDUAL,,0,"7965 Stephanie Forest
Normamouth, OH 29597"
18000, 36 months,9.67,578.03,B,B1,Manager,5 years,MORTGAGE,76571.92,Source Verified,Feb-14,Fully Paid,credit_card,Credit card refinancing,16.86,Aug-96,12,0,34093,60,30,f,INDIVIDUAL,4,0,"72488 Justin Square Apt. 717
Robertport, LA 29597"
